date,deaths,description,location,location_link,name,name_link,latitude,longitude,wiki_lat,wiki_lon,lat_clean,lon_clean
1925-06-23 00:00:00,50,"A group of strikers in Canton, China, in support of a workers' strike in Hong Kong, were fired upon by British troops, who claimed to have been provoked by gunfire. Over 200 casualties resulted.","Eastern Jiaochang, China","Asia !Eastern Jiaochang, China",Shaji massacre,/wiki/Shaji_massacre,26.66061,119.526299,,,26.66061,119.526299
1927-11-21 00:00:00,6,"In a fight between Colorado state police and a striking coal miners, the police used firearms, killing six and wounding dozens. The miners claimed that machine guns were fired at them, which was denied by the state police.","Serene, Colorado","America North !Serene, Colorado",Columbine Mine massacre,/wiki/Columbine_Mine_massacre,38.72989949999999,-104.6777117,,,38.72989949999999,-104.6777117
1927-05-18 00:00:00,45,"37 children and a 30-year-old teacher at Bathtown elementary school were killed by a major explosion set off by school board treasurer Andrew Kehoe. About a half hour after the explosion, Kehoe then detonated dynamite in his truck, killing himself and five others, including a fourth grader and four adults. Also, some hours before the event, Kehoe killed his wife at their Bath Township home. This event was the deadliest mass murder in a school in United States history.","Bath Township, Michigan, United States","/wiki/Bath_Township,_Michigan",Bath School massacre,/wiki/Bath_School_disaster,42.8187367,-84.44855909999998,42.80583,84.41833000000001,42.8187367,-84.44855909999998
1928-08-14 00:00:00,31,"The last known officially sanctioned massacre of indigenous Australians which took place in the vicinity of Coniston cattle station in Northern Territory, Australia in revenge for the death of a dingo hunter named Frederick Brooks.","Coniston, Northern Territory, Australia","/wiki/Coniston,_Northern_Territory",Coniston massacre,/wiki/Coniston_massacre,-22.151529,132.522003,22.043000000000003,132.491,-22.151529,132.522003
1928-12-06 00:00:00,47,"The Banana massacre was a massacre of workers for the United Fruit Company that occurred on December 6, 1928 in the town of Ciénaga near Santa Marta, Colombia. An unknown number of workers died after the Conservative government of Miguel Abadía decided to send the Colombian army to end a month-long strike organized by the workers' union in order to secure better working conditions. The government of the United States of America had threatened to invade with the U.S. Marine Corps if the Colombian government did not act to protect United Fruit's interests.","Ciénaga, Magdalena, Colombia","/wiki/Ci%C3%A9naga,_Magdalena",Banana massacre,/wiki/Banana_massacre,11.007984,-74.248926,11.00694,74.25,11.007984,-74.248926
1929-02-14 00:00:00,7,Al Capone's gang shot rival gang members and their associates.[180],"Chicago, United States",/wiki/Chicago,Saint Valentine's Day massacre,/wiki/Saint_Valentine%27s_Day_massacre,41.8781136,-87.62979820000001,41.836940000000006,87.68472,41.8781136,-87.62979820000001
1929-08-01 00:00:00,69,"Arabs kill 69 Jews after being incited by religious leaders. Survivors were relocated to Jerusalem, ""leaving Hebron barren of Jews for the first time in hundreds of years.""[181]","Hebron, Mandatory Palestine",/wiki/Hebron,1929 Hebron massacre,/wiki/1929_Hebron_massacre,,,31.53333,35.095,31.53333,35.095
1929-08-01 00:00:00,18,"Arabs killed 18 Jews, wounded around 40, and some 200 houses were burned and looted.[183]","Safed, Mandatory Palestine",/wiki/Safed,1929 Safed massacre,/wiki/1929_Safed_massacre,,,32.96583,35.498329999999996,32.96583,35.498329999999996
1930-04-23 00:00:00,200,Soldiers of the British Raj fired on unarmed non-violent protestors of the Khudai Khidmatgar with machine guns during the Indian independence movement[184][185],"Peshawar, British Raj",/wiki/Peshawar,Qissa Khwani bazaar massacre,/wiki/Qissa_Khwani_bazaar_massacre,,,34.016999999999996,71.583,34.016999999999996,71.583
1930-07-01 00:00:00,4500,Turkish troops massacred Kurdish residents during the Ararat rebellion.,"Van Province, Turkey",/wiki/Van_Province,Zilan massacre,/wiki/Zilan_massacre,38.3679417,43.7182787,38.49917,43.67028,38.3679417,43.7182787
1933-08-01 00:00:00,3000,"Iraqi Army killed 3,000 Assyrian men, women and children.[188] The massacre, amongst other things, included rape, cars running over children and bayoneting children and pregnant women.[188]",Iraq,/wiki/Iraq,Simele massacre,/wiki/Simele_massacre,,,33.0,44.0,33.0,44.0
1937-03-21 00:00:00,19,The Insular Police fired on unarmed Nationalist demonstrators peacefully marching to commemorate the ending of slavery in Puerto Rico.[189] It was the biggest massacre in Puerto Rican history.[190],"Ponce, Puerto Rico","/wiki/Ponce,_Puerto_Rico",Ponce massacre,/wiki/Ponce_massacre,18.0110768,-66.6140616,18.00167,66.60667,18.0110768,-66.6140616
1937-10-02 00:00:00,38000,"The Dominican military used machetes to brutally slash people to death and decapitate thousands of black Haitians; they also took people to the port of Montecristi, where thousands of Haitians were thrown into the ocean to drown with their hands and feet bound. Their executioners often inflicted wounds on their bodies before throwing them overboard in order to attract sharks. Survivors who managed to cross the border and return to Haiti told stories of family members being hacked with machetes and strangled by the soldiers, and children dashed against rocks and tree trunks.[192]",Dominican Republic,/wiki/Dominican_Republic,Parsley massacre,/wiki/Parsley_massacre,18.735692999999998,-70.162651,19.0,70.667,18.735692999999998,-70.162651
1937-01-01 00:00:00,13160,Turkish troops massacred Alevi residents during the Dersim Rebellion.,"Tunceli Province, Turkey",/wiki/Tunceli_Province,Dersim massacre,/wiki/Dersim_massacre,39.3073554,39.4387778,39.21472,39.47139,39.3073554,39.4387778
1937-12-01 00:00:00,300000,"The Imperial Japanese Army pillaged and burned Nanking while, at the same time, murdering, enslaving, raping, and torturing prisoners-of-war and civilians.[198]","Nanjing, China",/wiki/Nanjing,Nanking Massacre,/wiki/Nanking_Massacre,32.060255,118.796877,32.05,118.76700000000001,32.060255,118.796877
1940-04-01 00:00:00,21857,"Soviet NKVD executed Polish intelligentsia, POWs and reserve officers.[202][203]","Katyn, Soviet Union",/wiki/Katyn_(village),Katyn massacre,/wiki/Katyn_massacre,,,54.7700889,31.689811100000004,54.7700889,31.689811100000004
1940-05-27 00:00:00,97,"Soldiers of the 14th Company, S.S. Division Totenkopf, under the command of Hauptsturmführer Fritz Knöchlein shot prisoners-of-war during the Battle of France.[204]",Lestrem,"Le Paradis village, commune of Lestrem, Northern France",Le Paradis massacre,/wiki/Le_Paradis_massacre,50.612693,2.681962,,,50.612693,2.681962
1941-06-01 00:00:00,100000,The Soviet NKVD executed thousands of political prisoners in the initial stages of Operation Barbarossa.[205][206],"Soviet Union, Baltic states",/wiki/Baltic_states,NKVD prisoner massacres,/wiki/NKVD_prisoner_massacres,,,55.0,24.0,55.0,24.0
1941-09-29 00:00:00,30000,Nazi Einsatzgruppen killed the Jewish population of Kiev.[207][208][209][210][211],Ukraine,/wiki/Ukraine,Babi Yar massacre,/wiki/Babi_Yar_massacre,48.379433,31.1655799,50.45,30.5,48.379433,31.1655799
1941-10-20 00:00:00,2796,Nazi soldiers massacred Serb and Roma hostages in retaliation for attacks on the occupying forces.,Serbia,/wiki/Serbia,Kragujevac massacre,/wiki/Kragujevac_massacre,44.016521000000004,21.005859,44.0,21.0,44.016521000000004,21.005859
1941-10-22 00:00:00,25000,"Romanian and German troops, supported by local authorities, massacred Jews in Odessa and the surrounding towns in Transnistria after a bomb detonated in the Romanian HQ.[212]","Odessa, Soviet Union",/wiki/Odessa,Odessa massacre,/wiki/1941_Odessa_massacre,,,46.485721999999996,30.743444,46.485721999999996,30.743444
1941-11-25 00:00:00,4934,The first systematic mass killings of German Jews during the Holocaust.,"Kaunas, Lithuania",/wiki/Kaunas,Ninth Fort massacres of November 1941,/wiki/Ninth_Fort_massacres_of_November_1941,54.898520700000006,23.9035965,54.89722,23.886110000000002,54.898520700000006,23.9035965
1942-02-01 00:00:00,300,The Japanese killed surrendered Australian soldiers.[213][214],"Laha Airfield, Ambon Island",/wiki/Ambon_Island,Laha massacre,/wiki/Laha_massacre,-3.7057907,128.0888761,3.63806,128.11722,-3.7057907,128.0888761
1942-06-10 00:00:00,340,"Nazis killed 192 men, and sent the women and children to Nazi concentration camps where many died.[215][216][217]",Protectorate of Bohemia and Moravia,/wiki/Protectorate_of_Bohemia_and_Moravia,Lidice massacre,/wiki/Lidice_massacre,,,50.0833,14.4667,50.0833,14.4667
1943-09-21 00:00:00,5155,"Wehrmacht troops executed 5,155 POWs from the Italian 33 Infantry Division Acqui after the latter refused to hand over their weapons and resisted. A further 3,000 Italian POWs drowned at sea on transports that sank after hitting mines.","Kefalonia, Greece",/wiki/Kefalonia,Massacre of the Acqui Division,/wiki/Massacre_of_the_Acqui_Division,38.1753675,20.569217899999998,38.25,20.5,38.1753675,20.569217899999998
1943-10-07 00:00:00,98,Japanese forces under Rear Admiral Shigematsu Sakaibara massacred the remaining 98 U.S. civilians in fear of the anticipation U.S. invasion of Wake Island two days after a U.S. air raid on the island.[219][220],Wake Island,/wiki/Wake_Island,Wake Island massacre,/wiki/Battle_of_Wake_Island#War_crimes,19.279619,166.6499348,19.295279999999998,166.63111,19.279619,166.6499348
1943-12-13 00:00:00,511,"The extermination of the male population and the subsequent total destruction of the town of Kalavryta, in Greece, by German occupying forces during World War II on 13 December 1943. It is the most serious case of war crimes committed during the Axis occupation of Greece during World War II.","Kalavryta, Greece",/wiki/Kalavryta,Massacre of Kalavryta,/wiki/Massacre_of_Kalavryta,38.033281,22.1103462,38.033,22.116999999999997,38.033281,22.1103462
1944-01-27 00:00:00,700,"The Khaibakh massacre refers to a report of mass execution of the ethnically Chechen population of the aul of Khaibakh, in the mountainous part of Chechnya, by Soviet forces under NKVD Colonel Mikhail Gveshiani.","Chechnya, Soviet Union",/wiki/Chechnya,Khaibakh massacre,/wiki/Khaibakh_massacre,,,43.4,45.717,43.4,45.717
1944-03-24 00:00:00,335,Mass killing carried out by German occupation troops as a reprisal for a partisan attack conducted on the previous day in central Rome against the SS Police Regiment Bozen.,"Rome, Italy",/wiki/Rome,Ardeatine massacre,/wiki/Ardeatine_massacre,41.902783500000005,12.4963655,41.9,12.5,41.902783500000005,12.4963655
1944-04-01 00:00:00,86,The Waffen-SS killed 86 men after a bomb attack in the Gare d'Ascq.,"Ascq, France",/wiki/Ascq,Ascq massacre,/wiki/Ascq_massacre,50.619136,3.159859,50.617,3.167,50.619136,3.159859
1944-06-10 00:00:00,642,"The Waffen-SS killed 642 men, women and children without giving any specific reasons for their actions.[221][222][223][224][225][226]","Oradour-sur-Glane, France",/wiki/Oradour-sur-Glane,Oradour-sur-Glane massacre,/wiki/Oradour-sur-Glane_massacre,45.931078899999996,1.032746,45.9328,1.0325,45.931078899999996,1.032746
1944-06-10 00:00:00,218,"Nazi war crime perpetrated by members of the Waffen-SS in the village of Distomo, Greece, during the Axis occupation of Greece during World War II.","Distomo, Greece",/wiki/Distomo,Distomo massacre,/wiki/Distomo_massacre,38.42981380000001,22.6668104,38.433,22.666999999999998,38.42981380000001,22.6668104
1944-08-08 00:00:00,40000,"Special groups of SS and German soldiers of the Wehrmacht went from house to house in Warsaw district Wola, rounding-up and shooting all inhabitants.","Warsaw, Poland",/wiki/Warsaw,Wola massacre,/wiki/Wola_massacre,52.2296756,21.012228699999998,52.233000000000004,21.017,52.2296756,21.012228699999998
1944-08-12 00:00:00,560,"Retreating SS-men of the II Battalion of SS-Panzergrenadier–Regiment 35 of 16th SS Panzergrenadier Division Reichsführer-SS, rounded up 560 villagers and refugees — mostly women, children and older men — shot them and then burned their bodies.","Sant'Anna di Stazzema, Italy",/wiki/Sant%27Anna_di_Stazzema,Sant'Anna di Stazzema massacre,/wiki/Sant%27Anna_di_Stazzema_massacre,43.974701700000004,10.273157800000002,43.97417,10.273610000000001,43.974701700000004,10.273157800000002
1944-08-04 00:00:00,10000,"Mass murders of citizens of Warsaw district Ochota in August 1944, committed by Waffen-SS.","Warsaw, Poland",/wiki/Warsaw,Ochota massacre,/wiki/Ochota_massacre,52.2296756,21.012228699999998,52.233000000000004,21.017,52.2296756,21.012228699999998
1944-08-26 00:00:00,6,The townspeople of Rüsselsheim killed six American POWs who were walking through the bombed-out town while escorted by two German guards.,"Rüsselsheim, Germany",/wiki/R%C3%BCsselsheim,Rüsselsheim massacre,/wiki/R%C3%BCsselsheim_massacre,49.98874970000001,8.4216976,50.0,8.433,49.98874970000001,8.4216976
1944-09-29 00:00:00,700,The SS killed Italian civilians in reprisal for support given to the resistance movement.[227][228],"Marzabotto, Italy",/wiki/Marzabotto,Marzabotto massacre,/wiki/Marzabotto_massacre,44.342262899999994,11.2052879,44.33889,11.20556,44.342262899999994,11.2052879
1944-12-01 00:00:00,88,Nazi Waffen-SS soldiers shot American POWs (43 escaped).[229][230],"Malmedy, Belgium",/wiki/Malmedy,Malmedy massacre,/wiki/Malmedy_massacre,50.4246396,6.0283276,50.417,6.017,50.4246396,6.0283276
1945-01-01 00:00:00,60,German prisoners of war were shot by American soldiers in an unauthorized retaliation for the Malmedy Massacre.,"Chenogne, Belgium","/wiki/Chenogne,_Belgium",Chenogne massacre,/wiki/Chenogne_massacre,49.9928,5.61984,49.992,5.617999999999999,49.9928,5.61984
1945-02-01 00:00:00,100000,"Japanese occupying forces massacred an estimated 100,000 Filipino civilians during the Battle of Manila.","Manila, Philippines",/wiki/Manila,Manila massacre,/wiki/Manila_massacre,14.599512400000002,120.98421950000001,14.58,121.0,14.599512400000002,120.98421950000001
1945-04-10 00:00:00,300,Massacre of concentration camp inmates that took place in Celle at the end of the Second World War.,"Celle, Germany","/wiki/Celle,_Germany",Celle massacre,/wiki/Celler_Hasenjagd,52.6175963,10.062851400000001,52.62556,10.0825,52.6175963,10.062851400000001
1945-05-15 00:00:00,50000,"Fleeing Croatian soldiers, members of the Chetnik movement and Slovene Home Guard associated with the fascist Ustaše Regime of Croatia were apprehended by Yugoslav Partisans at the Austrian border. Among those killed were an unknown number of civilians.","Bleiburg, Austria",/wiki/Bleiburg,Bleiburg massacre,/wiki/Bleiburg_massacre,46.5826052,14.79611,46.59,14.79889,46.5826052,14.79611
1945-05-01 00:00:00,6000,"Muslim villages were bombed by French aircraft and the cruiser Duguay-Trouin standing off the coast, in the Gulf of Bougie, shelled Kerrata. Pied noir vigilantes lynched prisoners taken from local gaols or randomly shot Muslims[233][234][235]","Sétif, Algeria",/wiki/S%C3%A9tif,Sétif massacre,/wiki/S%C3%A9tif_massacre,36.1969027,5.4150871,36.183,5.4,36.1969027,5.4150871
1945-07-31 00:00:00,80,"The Ústí massacre (Czech: Ústecký masakr, German: Massaker von Aussig) was a lynching of ethnic Germans in Ústí nad Labem (German: Aussig an der Elbe), a largely ethnic German city in northern Bohemia (""Sudetenland"") shortly after the end of the World War II, on July 31, 1945.
[236][237][238]
","Ústí nad Labem, today Czech republic",/wiki/%C3%9Ast%C3%AD_nad_Labem,Ústí massacre,/wiki/%C3%9Ast%C3%AD_massacre,50.66467429999999,14.072544800000001,50.65833,14.041670000000002,50.66467429999999,14.072544800000001
1947-02-28 00:00:00,18000,"It was an anti-government uprising in Taiwan, and was violently suppressed by the Kuomintang government.",Taiwan,/wiki/Taiwan,February 28 Incident,/wiki/February_28_Incident,23.69781,120.96051499999999,25.033,121.633,23.69781,120.96051499999999
1947-05-01 00:00:00,11,"11 people were killed and 27 wounded during May Day celebrations in Sicily on May 1, 1947, in the municipality of Piana degli Albanesi, by the bandit and separatist leader Salvatore Giuliano and his band.","Piana degli Albanesi, Italy",/wiki/Piana_degli_Albanesi,Portella della Ginestra massacre,/wiki/Portella_della_Ginestra_massacre,37.9937488,13.288291500000001,37.995,13.28333,37.9937488,13.288291500000001
1947-12-09 00:00:00,431,"Almost all men in the Indonesian village of Rawagede (modern-day Balongsari) were killed in retaliation by the KNIL, having refused to disclose the location of a wanted Indonesian independence fighter, Lukas Kustaryo. Most estimates place the number at 431.","Balongsari, Karawang, West Java, Indonesia","/w/index.php?title=Balongsari,_West-Java&action=edit&redlink=1",Rawagede massacre,/wiki/Rawagede_massacre,-6.2388496,107.3287106,,,-6.2388496,107.3287106
1947-12-30 00:00:00,39,"Irgun throws a bomb on a group of 100 Palestinian refinery workers, killing 6 and wounding 42. Palestinian workers then attack Jewish refinery workers in retaliation, resulting in 39 deaths and 49 injuries,[239]","Haifa, Mandatory Palestine",/wiki/Haifa,Haifa Oil Refinery massacre,/wiki/Haifa_Oil_Refinery_massacre,,,32.81667,34.98333,32.81667,34.98333
1947-12-31 00:00:00,17,"Haganah attacks residents of Palestinian Balad al-Shaykh village, killing 21 while residents were asleep.","Haifa, Mandatory Palestine",/wiki/Haifa,Balad al-Shaykh massacre,/wiki/Balad_al-Shaykh_massacre,,,32.81667,34.98333,32.81667,34.98333
1948-04-03 00:00:00,14000,"Brutal suppression of an uprising. Many Communist sympathizer civilians were killed by South Korean troops whilst putting down the rebellion. Between 14,000 and 60,000 people died during the uprising.[241]","Jeju island, South Korea",/wiki/Jeju_island,Jeju massacre,/wiki/Jeju_massacre,33.4890113,126.4983023,33.38,126.53,33.4890113,126.4983023
1948-04-09 00:00:00,107,"The Deir Yassin massacre took place when the Irgun and Lehi militant groups attacked the Palestinian Arab village of Deir Yassin near Jerusalem, population of 750. Fatalities were estimated between 107–254 villagers, including civilian men, women, and children.[242]","Deir Yassin, Mandatory Palestine",/wiki/Deir_Yassin,Deir Yassin massacre,/wiki/Deir_Yassin_massacre,,,31.785829999999997,35.178059999999995,31.785829999999997,35.178059999999995
1948-04-13 00:00:00,79,"Convoy, escorted by Haganah militia, bringing medical and fortification supplies and personnel to Hadassah Hospital on Mount Scopus was ambushed by Arab forces. 78 Jews, mainly doctors and nurses, were killed in the ambush.[243]","Mount Scopus, Mandatory Palestine",/wiki/Mount_Scopus,Hadassah medical convoy massacre,/wiki/Hadassah_medical_convoy_massacre,31.793060399999998,35.2449342,31.7925,35.244170000000004,31.793060399999998,35.2449342
1948-05-13 00:00:00,157,Arab armed forces attacked a Jewish kibbutz the day before the Declaration of Independence of the state of Israel[244][245],"Kfar Etzion, Mandatory Palestine",/wiki/Kfar_Etzion,Kfar Etzion massacre,/wiki/Kfar_Etzion_massacre,,,31.649,35.1154,31.649,35.1154
1948-05-13 00:00:00,60,"The village was attacked by the Givati Brigade on May 13–14, 1948 during Operation Barak. More recently, research conducted by Birzeit University suggests that between 60–70 Palestinian residents were killed or massacred during the attack.[246]","Abu Shusha, Mandatory Palestine","Abu Shusha, Mandatory Palestine",Abu Shusha massacre,/wiki/Abu_Shusha#1948_massacre_and_aftermath,,,,,,
1948-05-22 00:00:00,200,"Some 200 unarmed Palestinian Tantura villagers, mostly young men, were shot dead after the village had surrendered following the on0,000,079of Haganah troops.[247]","Tantura, Madatory Palestine","Tantura, Madatory Palestine",Tantura massacre,/wiki/Tantura#Massacre_allegations,,,,,,
1948-07-11 00:00:00,250,"Over 150 Palestinian civilians had taken shelter in the Dahamsh Mosque during the Israeli conquest of Lydda (today's Lod) when an Israeli soldier dug a hole in the wall of the mosque and shot an anti-tank shell through it. All were crushed against the walls by the pressure from the blast and killed.[248] Also killed were 20 more after cleaning up the scene of the massacre. More civilians were killed as Israeli soldiers of the 89th Brigade, led by Moshe Dayan, throw grenades inside Palestinian houses, and those who fled to the streets were shot at by Israeli forces. Almost the entire population of Lydda, about 50,000 civilians at the time, which included many refugees, were then expelled and hundreds of men, women and children died due to dehydration, exhaustion and disease during a ""death march"" to the Arab front lines.[249]","Lydda, Mandatory Palestine",/wiki/Lod,Lydda massacre,/wiki/1948_Palestinian_exodus_from_Lydda_and_Ramle#Massacre_in_Lydda,,,31.951940000000004,34.888059999999996,31.951940000000004,34.888059999999996
1948-10-29 00:00:00,80,The killing of civilians by the Israeli army (IDF) that took place in the Palestinian Arab town of al-Dawayima on during the 1948 Arab–Israeli War.[250][251],"Al-Dawayima, Mandatory Palestine",/wiki/Al-Dawayima,Al-Dawayima massacre,/wiki/Al-Dawayima_massacre,,,31.536109999999997,34.91194,31.536109999999997,34.91194
1948-10-30 00:00:00,14,"Israeli army kills 14 Palestinian Christians from the Eilaboun village, in north Israel, and expels the rest of the residents to Lebanon. Part of the community returns some months thereafter, due to pressure from the United Nations and the Vatican.","Eilabun, Israel",/wiki/Eilabun,Eilabun massacre,/wiki/Eilabun_massacre,32.837949,35.399996,32.83833,35.40083,32.837949,35.399996
1948-10-31 00:00:00,35,Hula is a Lebanese Shi'a Muslim village near the Lebanese Litani River. It was captured by the Carmeli Brigade of the Israel Defense Forces without any resistance. 35–58 captured men were reportedly shot down in a house which was later blown up on top of them. Two officers were responsible for the massacre; one served a one-year prison sentence and later received presidential amnesty. Shmuel Lahis was later to become Director General of the Jewish Agency.[252][253],"Hula, Lebanon","/wiki/Hula,_Lebanon",Hula massacre,/wiki/Hula_massacre,33.2090575,35.51627379999999,,,33.2090575,35.51627379999999
1948-10-31 00:00:00,94,"94 Palestinian villagers are packed inside an abode, which was then blown up over their heads by the Israeli Seventh Brigade.[254]","Saliha, Mandatory Palestine",/wiki/Saliha,Saliha massacre,/wiki/Saliha#1948_war_and_aftermath,,,33.0751833,35.4721778,33.0751833,35.4721778
1948-12-12 00:00:00,24,Villagers were purportedly shot by British troops before the village was burnt.[255][256][257],"Batang Kali, Malaya",/wiki/Batang_Kali,Batang Kali massacre,/wiki/Batang_Kali_massacre,3.4601367999999995,101.65501379999999,3.467,101.633,3.4601367999999995,101.65501379999999
1949-12-24 00:00:00,86,Communist sympathizer civilians were killed by South Korean troops.,"Mungyeong, South Korea",/wiki/Mungyeong,Mungyeong massacre,/wiki/Mungyeong_massacre,36.586148,128.1867972,36.5938888989,128.201388899,36.586148,128.1867972
1950-06-28 00:00:00,4934,"During the Korean War, communist sympathizer civilians or prisoners were killed by South Korean troops. Some scholars insist that the number of victims is between 100,000 and 200,000,[261] but the confirmed number by Truth and Reconciliation Commission(2005) is 4,934.",South Korea,/wiki/South_Korea,Bodo League massacre,/wiki/Bodo_League_massacre,35.907757000000004,127.766922,36.0,128.0,35.907757000000004,127.766922
1950-06-28 00:00:00,900,"During the Korean War, medical personnels, inpatients and wounded soldiers were killed by North Korean troops. There were 900 victims.[262]","Seoul, South Korea",/wiki/Seoul,Seoul National University Hospital massacre,/wiki/Seoul_National_University_Hospital_massacre,37.566534999999995,126.9779692,37.567,126.96700000000001,37.566534999999995,126.9779692
1950-07-26 00:00:00,163,"Early in the Korean War, South Korean refugees trying to cross U.S. lines at No Gun Ri were killed by U.S. troops fearing North Korean infiltrators. In 2005, the South Korean government certified the names of 150 dead, 13 missing and 55 wounded, some of whom died of wounds, and said reports on many more victims were not filed.[263] Survivors estimated 400 dead.[264]","No Gun Ri, South Korea",/wiki/No_Gun_Ri,No Gun Ri massacre,/wiki/No_Gun_Ri_massacre,38.104487,127.730694,36.215221,127.880881,38.104487,127.730694
1950-08-14 00:00:00,41,"During the Korean War, American POWs were massacred by North Korean Army on August 14, 1950.[265]","Waegwan, South Korea",/wiki/Waegwan,Hill 303 massacre,/wiki/Hill_303_massacre,35.989043,128.3977049,35.983000000000004,128.4,35.989043,128.3977049
1950-10-01 00:00:00,460,"During the Korean War, South Korean citizens were massacred by South Korean police between October 1950 and early 1951.[267][268]","Namyangju, North Korea",/wiki/Namyangju,Namyangju massacre,/wiki/Namyangju_massacre,37.6360028,127.2165279,37.633,127.21700000000001,37.6360028,127.2165279
1950-10-09 00:00:00,153,"During the Korean War, South Korean civilians were massacred by South Korean police between October 9 to October 31, 1950.[269]","Goyang, South Korea",/wiki/Goyang,Goyang Geumjeong Cave massacre,/wiki/Goyang_Geumjeong_Cave_massacre,37.65835990000001,126.8320201,37.65,126.8,37.65835990000001,126.8320201
1950-10-17 00:00:00,30000,"The North Korean government claims that North Korean citizens were massacred by United States forces between October 17 to December 7, 1950.[266] This is widely disputed.","Sinchon, North Korea",/wiki/Sinchon,Sinchon Massacre,/wiki/Sinchon_Massacre,38.3547149,125.4809314,37.55527,126.93741200000001,38.3547149,125.4809314
1951-01-06 00:00:00,212,"During the Korean War, Communist collaborator civilians were massacred by South Korean forces, South Korean Police forces and pro-South Korea forces militia.","Ganghwa, South Korea",/wiki/Ganghwa_County,Ganghwa massacre,/wiki/Ganghwa_massacre,37.7467263,126.48787309999999,37.738890000000005,126.48943999999999,37.7467263,126.48787309999999
1951-02-07 00:00:00,705,"During the Korean War, Communist sympathizer civilians were massacred by South Korean Army on February 7, 1951.[272]","Sancheong and Hamyang, South Korea",/wiki/Sancheong,Sancheong and Hamyang massacre,/wiki/Sancheong_and_Hamyang_massacre,,,35.415775,127.873278,35.415775,127.873278
1951-02-09 00:00:00,719,"During the Korean War, Communist sympathizer civilians were massacred by South Korean Army between February 9 and February 11, 1951.[273]","Geochang, South Korea",/wiki/Geochang,Geochang massacre,/wiki/Geochang_massacre,35.6867229,127.9095155,35.683,127.9,35.6867229,127.9095155
1953-03-26 00:00:00,150,About 150 Kikuyu were killed by fellow tribesmen.[274][275],"Lari near Nairobi, Kenya",/wiki/Nairobi,Lari massacre,/wiki/Mau_Mau_Uprising#Atrocities,,,1.2830000000000001,36.817,1.2830000000000001,36.817
1953-10-14 00:00:00,69,"Also known as the Qibya incident, occurred during ""Operation Shoshana"" when Israeli troops under Ariel Sharon attacked the village of Qibya in the West Bank. At least sixty-nine Palestinian villagers were killed, two-thirds of them women and children.","Qibya, West Bank, Palestine","Qibya, West Bank, Palestine",Qibya massacre,/wiki/Qibya_massacre,31.97868099999999,35.012721,,,31.97868099999999,35.012721
1956-10-29 00:00:00,48,"Israeli Border Police shoot Israeli Arab farmers returning to their village from work, unaware of a curfew imposed on it. The police command ordered that civilians caught disobeying the curfew be shot. Over half the casualties were women and children.","Kafr Qasim, Israel",/wiki/Kafr_Qasim,Kafr Qasim massacre,/wiki/Kafr_Qasim_massacre,32.114093,34.972767,32.1151,34.9751,32.114093,34.972767
1960-03-21 00:00:00,72,South African police shot down black protesters.[277],"Sharpeville, South Africa",/wiki/Sharpeville,Sharpeville massacre,/wiki/Sharpeville_massacre,-26.686425699999997,27.875097600000004,26.688609999999997,27.87139,-26.686425699999997,27.875097600000004
1960-06-16 00:00:00,200,"Makonde nationalists organized a demonstration in front of the Mueda District headquarters on the Mueda town square demanding independence from Portugal, apparently the district administrator had invited them to present their grievances.[278] The administrator ordered the leaders arrested, and the crowd protested.[279] The Portuguese administrator ordered his pre-assembled troops to fire on the crowd,[280] and then many more were thrown to their death into a ravine.[281] The number of dead is in dispute.[282] However, resentment generated by these events led ultimately to independentist guerrilla FRELIMO gaining needed momentum in the outset of the Mozambican War of Independence.[279][280]","Mueda, Mozambique",/wiki/Mueda,Mueda massacre,/wiki/Mueda_massacre,-11.6644184,39.5640159,11.633,39.617,-11.6644184,39.5640159
1961-10-17 00:00:00,200,"French police, commanded by Maurice Papon, crushed a pacific demonstration of Algerians independentists.","Paris, France","Europe West !Paris, France",Paris massacre of 1961,/wiki/Paris_massacre_of_1961,48.856614,2.3522218999999995,,,48.856614,2.3522218999999995
1962-06-02 00:00:00,23,The MVD open fire on a crowd of protesters demonstrating against inflation.[285],"Novocherkassk, Soviet Union",/wiki/Novocherkassk,Novocherkassk massacre,/wiki/Novocherkassk_massacre,,,47.417,40.083,47.417,40.083
1962-07-05 00:00:00,95,Massacre of civilians including Europeans by an angry mob at the end of the Algerian War (1954–62).,"Oran, Algeria",/wiki/Oran,Oran massacre of 1962,/wiki/Oran_massacre_of_1962,35.69706970000001,-0.6307988,35.696940000000005,0.6330600000000001,35.69706970000001,-0.6307988
1962-12-28 00:00:00,600,The Dominican military dropped napalm on the Liboristas from airplanes – burning six hundred people to death.,Dominican Republic,/wiki/Dominican_Republic,Liborista massacre,/wiki/Palma_Sola_massacre,18.735692999999998,-70.162651,19.0,70.667,18.735692999999998,-70.162651
1966-08-01 00:00:00,16,"University of Texas at Austin was the site of a massacre by Charles Whitman, who killed his mother and wife at their homes before killing 15 and wounding 32 others at the University atop the university tower before the police killed him.","Austin, Texas, United States","/wiki/Austin,_Texas",University of Texas massacre,/wiki/University_of_Texas_massacre,30.267153000000004,-97.7430608,30.267,97.73299999999999,30.267153000000004,-97.7430608
